  76.2   21.5  -1.09  -2.93   6.77
  76.2   22.0  -1.06  -3.03   6.86
  76.2   22.5  -1.03  -3.13   6.96
  76.2   23.0  -0.99  -3.22   7.04
  76.2   23.5  -0.96  -3.31   7.12
  76.2   24.0  -0.93  -3.38   7.18
  76.2   24.5  -0.90  -3.46   7.26
  76.2   25.0  -0.87  -3.52   7.31
  76.2   25.5  -0.85  -3.58   7.36
  76.2   26.0  -0.82  -3.64   7.41
  76.2   26.5  -0.79  -3.69   7.45
  76.2   27.0  -0.76  -3.73   7.48
  76.2   27.5  -0.73  -3.77   7.51
  76.2   28.0  -0.71  -3.81   7.55
  76.3    9.5  -0.85   0.94   2.39
  76.3   10.0  -0.88   0.76   2.60
  76.3   10.5  -0.93   0.57   2.84
  76.3   11.0  -0.97   0.38   3.07
  76.3   11.5  -1.02   0.19   3.30
  76.3   12.0  -1.06  -0.00   3.53
  76.3   12.5  -1.11  -0.19   3.76
  76.3   13.0  -1.17  -0.39   4.01
  76.3   13.5  -1.22  -0.58   4.25
  76.3   14.0  -1.27  -0.77   4.48
  76.3   14.5  -1.33  -0.96   4.72
  76.3   15.0  -1.38  -1.14   4.94
  76.3   15.5  -1.43  -1.33   5.18
  76.3   16.0  -1.47  -1.50   5.38
  76.3   16.5  -1.49  -1.68   5.59
  76.3   17.0  -1.48  -1.84   5.76
  76.3   17.5  -1.46  -2.01   5.94
  76.3   18.0  -1.43  -2.16   6.09
  76.3   18.5  -1.39  -2.31   6.24
  76.3   19.0  -1.35  -2.45   6.37
  76.3   19.5  -1.31  -2.60   6.52
  76.3   20.0  -1.27  -2.72   6.63
  76.3   20.5  -1.23  -2.85   6.75
  76.3   21.0  -1.19  -2.96   6.85
  76.3   21.5  -1.16  -3.07   6.96
  76.3   22.0  -1.12  -3.17   7.05
  76.3   22.5  -1.09  -3.27   7.14
  76.3   23.0  -1.05  -3.35   7.21
  76.3   23.5  -1.02  -3.44   7.29
  76.3   24.0  -0.99  -3.51   7.36
  76.3   24.5  -0.95  -3.58   7.41
  76.3   25.0  -0.92  -3.64   7.46
  76.3   25.5  -0.89  -3.70   7.52
  76.3   26.0  -0.86  -3.75   7.55
  76.3   26.5  -0.83  -3.80   7.59
  76.3   27.0  -0.80  -3.84   7.62
  76.3   27.5  -0.77  -3.87   7.64
  76.3   28.0  -0.74  -3.90   7.66
  76.4    9.5  -0.89   0.83   2.53
  76.4   10.0  -0.93   0.64   2.76
  76.4   10.5  -0.97   0.45   2.99
  76.4   11.0  -1.02   0.26   3.22
  76.4   11.5  -1.07   0.06   3.47
  76.4   12.0  -1.13  -0.13   3.71
  76.4   12.5  -1.19  -0.33   3.96
  76.4   13.0  -1.25  -0.53   4.21
  76.4   13.5  -1.31  -0.72   4.45
  76.4   14.0  -1.38  -0.91   4.69
  76.4   14.5  -1.44  -1.11   4.94
  76.4   15.0  -1.51  -1.29   5.17
  76.4   15.5  -1.58  -1.48   5.42
  76.4   16.0  -1.64  -1.65   5.63
  76.4   16.5  -1.68  -1.83   5.85
  76.4   17.0  -1.67  -2.00   6.04
  76.4   17.5  -1.62  -2.16   6.19
  76.4   18.0  -1.57  -2.31   6.33
  76.4   18.5  -1.51  -2.47   6.47
  76.4   19.0  -1.45  -2.61   6.60
  76.4   19.5  -1.40  -2.75   6.73
  76.4   20.0  -1.36  -2.87   6.84
  76.4   20.5  -1.31  -2.99   6.94
  76.4   21.0  -1.27  -3.10   7.05
  76.4   21.5  -1.23  -3.21   7.15
  76.4   22.0  -1.19  -3.31   7.24
  76.4   22.5  -1.15  -3.40   7.32
  76.4   23.0  -1.12  -3.49   7.40
  76.4   23.5  -1.08  -3.57   7.47
  76.4   24.0  -1.04  -3.64   7.52
  76.4   24.5  -1.01  -3.70   7.58
  76.4   25.0  -0.97  -3.76   7.62
  76.4   25.5  -0.94  -3.82   7.67
  76.4   26.0  -0.90  -3.86   7.70
  76.4   26.5  -0.87  -3.91   7.74
  76.4   27.0  -0.83  -3.94   7.75
  76.4   27.5  -0.80  -3.98   7.78
  76.4   28.0  -0.77  -4.00   7.79
  76.5    9.5  -0.93   0.72   2.67
  76.5   10.0  -0.97   0.53   2.90
  76.5   10.5  -1.02   0.33   3.15
  76.5   11.0  -1.08   0.13   3.40
  76.5   11.5  -1.14  -0.06   3.64
  76.5   12.0  -1.20  -0.27   3.90
  76.5   12.5  -1.26  -0.47   4.15
  76.5   13.0  -1.33  -0.67   4.40
  76.5   13.5  -1.41  -0.86   4.65
  76.5   14.0  -1.49  -1.06   4.91
  76.5   14.5  -1.57  -1.25   5.16
  76.5   15.0  -1.67  -1.44   5.42
  76.5   15.5  -1.77  -1.63   5.68
  76.5   16.0  -1.88  -1.81   5.93
  76.5   16.5  -1.97  -1.98   6.16
  76.5   17.0  -1.95  -2.15   6.34
  76.5   17.5  -1.83  -2.32   6.47
  76.5   18.0  -1.73  -2.47   6.58
  76.5   18.5  -1.64  -2.62   6.70
  76.5   19.0  -1.57  -2.76   6.82
  76.5   19.5  -1.51  -2.90   6.95
  76.5   20.0  -1.46  -3.02   7.05
  76.5   20.5  -1.41  -3.14   7.16
  76.5   21.0  -1.36  -3.25   7.25
  76.5   21.5  -1.31  -3.36   7.35
  76.5   22.0  -1.27  -3.45   7.43
  76.5   22.5  -1.23  -3.54   7.51
  76.5   23.0  -1.19  -3.62   7.58
  76.5   23.5  -1.15  -3.70   7.65
  76.5   24.0  -1.11  -3.76   7.69
  76.5   24.5  -1.06  -3.83   7.74
  76.5   25.0  -1.03  -3.88   7.78
  76.5   25.5  -0.99  -3.93   7.82
  76.5   26.0  -0.95  -3.97   7.84
  76.5   26.5  -0.91  -4.02   7.88
  76.5   27.0  -0.87  -4.05   7.89
  76.5   27.5  -0.84  -4.08   7.91
  76.5   28.0  -0.81  -4.10   7.92
  76.6    9.5  -0.97   0.62   2.80
  76.6   10.0  -1.02   0.43   3.04
  76.6   10.5  -1.08   0.23   3.29
  76.6   11.0  -1.14   0.03   3.54
  76.6   11.5  -1.20  -0.17   3.79
  76.6   12.0  -1.27  -0.37   4.04
  76.6   12.5  -1.35  -0.58   4.31
  76.6   13.0  -1.43  -0.78   4.57
  76.6   13.5  -1.52  -0.98   4.84
  76.6   14.0  -1.62  -1.17   5.10
  76.6   14.5  -1.72  -1.37   5.37
  76.6   15.0  -1.85  -1.55   5.63
  76.6   15.5  -2.00  -1.74   5.91
  76.6   16.0  -2.23  -1.92   6.23
  76.6   16.5  -2.57  -2.10   6.60
  76.6   17.0  -2.52  -2.26   6.75
  76.6   17.5  -2.11  -2.43   6.73
  76.6   18.0  -1.92  -2.58   6.80
  76.6   18.5  -1.79  -2.73   6.90
  76.6   19.0  -1.70  -2.86   7.00
  76.6   19.5  -1.63  -3.00   7.12
  76.6   20.0  -1.56  -3.12   7.21
  76.6   20.5  -1.50  -3.24   7.31
  76.6   21.0  -1.45  -3.35   7.41
  76.6   21.5  -1.40  -3.45   7.50
  76.6   22.0  -1.35  -3.54   7.57
  76.6   22.5  -1.31  -3.63   7.65
  76.6   23.0  -1.26  -3.70   7.70
  76.6   23.5  -1.22  -3.78   7.77
  76.6   24.0  -1.17  -3.84   7.81
  76.6   24.5  -1.13  -3.90   7.86
  76.6   25.0  -1.08  -3.95   7.89
  76.6   25.5  -1.04  -4.00   7.92
  76.6   26.0  -1.00  -4.04   7.94
  76.6   26.5  -0.96  -4.08   7.97
  76.6   27.0  -0.92  -4.11   7.98
  76.6   27.5  -0.88  -4.14   7.99
  76.6   28.0  -0.84  -4.16   8.00
  76.7    9.5  -1.01   0.53   2.92
  76.7   10.0  -1.07   0.33   3.17
  76.7   10.5  -1.13   0.13   3.42
  76.7   11.0  -1.20  -0.07   3.68
  76.7   11.5  -1.27  -0.28   3.94
  76.7   12.0  -1.35  -0.48   4.20
  76.7   12.5  -1.43  -0.68   4.46
  76.7   13.0  -1.53  -0.89   4.74
  76.7   13.5  -1.64  -1.09   5.02
  76.7   14.0  -1.76  -1.28   5.29
  76.7   14.5  -1.89  -1.48   5.57
  76.7   15.0  -2.06  -1.67   5.87
  76.7   15.5  -2.30  -1.86   6.20
  76.7   16.0  -2.75  -2.03   6.61
  76.7   16.5  -3.65  -2.21   7.26
  76.7   17.0  -3.34  -2.37   7.28
  76.7   17.5  -2.44  -2.54   7.01
  76.7   18.0  -2.13  -2.69   7.02
  76.7   18.5  -1.96  -2.84   7.10
  76.7   19.0  -1.84  -2.97   7.19
  76.7   19.5  -1.75  -3.10   7.29
  76.7   20.0  -1.67  -3.22   7.38
  76.7   20.5  -1.61  -3.34   7.48
  76.7   21.0  -1.55  -3.44   7.56
  76.7   21.5  -1.50  -3.54   7.64
  76.7   22.0  -1.44  -3.63   7.71
  76.7   22.5  -1.39  -3.72   7.79
  76.7   23.0  -1.34  -3.79   7.84
  76.7   23.5  -1.30  -3.86   7.90
  76.7   24.0  -1.25  -3.92   7.94
  76.7   24.5  -1.20  -3.98   7.98
  76.7   25.0  -1.15  -4.02   8.00
  76.7   25.5  -1.10  -4.07   8.03
  76.7   26.0  -1.05  -4.11   8.05
  76.7   26.5  -1.01  -4.14   8.06
  76.7   27.0  -0.96  -4.17   8.07
  76.7   27.5  -0.92  -4.19   8.07
  76.7   28.0  -0.88  -4.21   8.07
  76.8    9.5  -1.06   0.43   3.06
  76.8   10.0  -1.12   0.23   3.31
  76.8   10.5  -1.19   0.03   3.56
  76.8   11.0  -1.26  -0.18   3.83
  76.8   11.5  -1.34  -0.38   4.09
  76.8   12.0  -1.43  -0.59   4.36
  76.8   12.5  -1.53  -0.79   4.63
  76.8   13.0  -1.64  -1.00   4.92
  76.8   13.5  -1.76  -1.20   5.20
  76.8   14.0  -1.91  -1.40   5.50
  76.8   14.5  -2.09  -1.59   5.79
  76.8   15.0  -2.31  -1.78   6.11
  76.8   15.5  -2.65  -1.97   6.49
  76.8   16.0  -3.47  -2.14   7.09
  76.8   16.5  -4.32  -2.32   7.71
  76.8   17.0  -3.64  -2.48   7.55
  76.8   17.5  -2.73  -2.65   7.28
  76.8   18.0  -2.34  -2.80   7.25
  76.8   18.5  -2.13  -2.94   7.30
  76.8   19.0  -1.99  -3.08   7.38
  76.8   19.5  -1.88  -3.21   7.47
  76.8   20.0  -1.80  -3.32   7.55
  76.8   20.5  -1.72  -3.44   7.64
  76.8   21.0  -1.66  -3.54   7.72
  76.8   21.5  -1.60  -3.64   7.80
  76.8   22.0  -1.54  -3.72   7.86
  76.8   22.5  -1.49  -3.81   7.94
  76.8   23.0  -1.44  -3.87   7.98
  76.8   23.5  -1.38  -3.94   8.02
  76.8   24.0  -1.33  -4.00   8.07
  76.8   24.5  -1.27  -4.05   8.09
  76.8   25.0  -1.22  -4.10   8.12
  76.8   25.5  -1.16  -4.14   8.13
  76.8   26.0  -1.11  -4.17   8.14
  76.8   26.5  -1.06  -4.20   8.15
  76.8   27.0  -1.01  -4.23   8.16
  76.8   27.5  -0.96  -4.25   8.16
  76.8   28.0  -0.92  -4.26   8.15
  76.9    9.5  -1.11   0.33   3.19
  76.9   10.0  -1.18   0.13   3.45
  76.9   10.5  -1.25  -0.07   3.70
  76.9   11.0  -1.33  -0.28   3.97
  76.9   11.5  -1.41  -0.49   4.24
  76.9   12.0  -1.51  -0.70   4.53
  76.9   12.5  -1.62  -0.90   4.80
  76.9   13.0  -1.75  -1.11   5.10
  76.9   13.5  -1.90  -1.31   5.39
  76.9   14.0  -2.09  -1.51   5.71
  76.9   14.5  -2.32  -1.71   6.04
  76.9   15.0  -2.62  -1.89   6.39
  76.9   15.5  -3.05  -2.08   6.81
  76.9   16.0  -3.96  -2.26   7.47
  76.9   16.5  -4.65  -2.43   8.00
  76.9   17.0  -4.21  -2.60   7.96
  76.9   17.5  -3.06  -2.76   7.57
  76.9   18.0  -2.57  -2.90   7.47
  76.9   18.5  -2.31  -3.05   7.51
  76.9   19.0  -2.14  -3.18   7.57
  76.9   19.5  -2.02  -3.31   7.65
  76.9   20.0  -1.92  -3.43   7.73
  76.9   20.5  -1.84  -3.54   7.81
  76.9   21.0  -1.77  -3.64   7.89
  76.9   21.5  -1.71  -3.73   7.96
  76.9   22.0  -1.65  -3.81   8.02
  76.9   22.5  -1.60  -3.89   8.08
  76.9   23.0  -1.54  -3.96   8.13
  76.9   23.5  -1.48  -4.03   8.17
  76.9   24.0  -1.42  -4.08   8.20
  76.9   24.5  -1.35  -4.13   8.22
  76.9   25.0  -1.29  -4.17   8.23
  76.9   25.5  -1.23  -4.21   8.25
  76.9   26.0  -1.17  -4.24   8.25
  76.9   26.5  -1.11  -4.27   8.25
  76.9   27.0  -1.06  -4.29   8.25
  76.9   27.5  -1.01  -4.31   8.25
  76.9   28.0  -0.96  -4.32   8.23
  77.0    9.5  -1.16   0.24   3.32
  77.0   10.0  -1.23   0.03   3.58
  77.0   10.5  -1.31  -0.18   3.85
  77.0   11.0  -1.39  -0.39   4.12
  77.0   11.5  -1.49  -0.60   4.41
  77.0   12.0  -1.60  -0.80   4.68
  77.0   12.5  -1.72  -1.01   4.97
  77.0   13.0  -1.87  -1.22   5.28
  77.0   13.5  -2.05  -1.42   5.59
  77.0   14.0  -2.29  -1.62   5.93
  77.0   14.5  -2.61  -1.82   6.31
  77.0   15.0  -3.06  -2.01   6.74
  77.0   15.5  -3.74  -2.19   7.28
  77.0   16.0  -4.20  -2.37   7.71
  77.0   16.5  -4.78  -2.55   8.20
  77.0   17.0  -4.67  -2.71   8.32
  77.0   17.5  -3.41  -2.87   7.86
  77.0   18.0  -2.81  -3.01   7.72
  77.0   18.5  -2.50  -3.16   7.73
  77.0   19.0  -2.30  -3.29   7.77
  77.0   19.5  -2.16  -3.42   7.84
  77.0   20.0  -2.06  -3.53   7.91
  77.0   20.5  -1.97  -3.64   7.99
  77.0   21.0  -1.90  -3.73   8.05
  77.0   21.5  -1.84  -3.83   8.13
  77.0   22.0  -1.78  -3.90   8.18
  77.0   22.5  -1.72  -3.98   8.24
  77.0   23.0  -1.66  -4.04   8.27
  77.0   23.5  -1.59  -4.11   8.32
  77.0   24.0  -1.52  -4.16   8.34
  77.0   24.5  -1.45  -4.21   8.36
  77.0   25.0  -1.37  -4.24   8.35
  77.0   25.5  -1.30  -4.28   8.36
  77.0   26.0  -1.24  -4.30   8.35
  77.0   26.5  -1.17  -4.33   8.35
  77.0   27.0  -1.11  -4.35   8.34
  77.0   27.5  -1.06  -4.36   8.33
  77.0   28.0  -1.00  -4.37   8.31
  77.1    9.5  -1.21   0.14   3.45
  77.1   10.0  -1.29  -0.07   3.72
  77.1   10.5  -1.37  -0.28   3.99
  77.1   11.0  -1.46  -0.49   4.27
